,fecha,hora_declarada,ruta,operador,tipo_aeronave,total_abordo,pasajeros_abordo,tripulacion_abordo,total_fatalidades,pasajeros_fatalidades,tripulacion_fatalidades,tierra_fatalidades
0,1908-09-17,1718,"Fort Myer, Virginia",Military - U.S. Army,Wright Flyer III,2,1,1,1,1,0,0
1,1909-09-07,,"Juvisy-sur-Orge, France",,Wright Byplane,1,0,1,1,0,0,0
2,1912-07-12,630,"Atlantic City, New Jersey",Military - U.S. Navy,Dirigible,5,0,5,5,0,5,0
3,1913-08-06,,"Victoria, British Columbia, Canada",Private,Curtiss seaplane,1,0,1,1,0,1,0
4,1913-09-09,1830,Over the North Sea,Military - German Navy,Zeppelin L-1 (airship),20,,,14,,,0
5,1913-10-17,1030,"Near Johannisthal, Germany",Military - German Navy,Zeppelin L-2 (airship),28,,,28,,,0
6,1915-03-05,100,"Tienen, Belgium",Military - German Navy,Zeppelin L-8 (airship),41,0,41,17,0,17,0
7,1915-09-03,1520,"Off Cuxhaven, Germany",Military - German Navy,Zeppelin L-10 (airship),19,,,19,,,0
8,1916-07-28,,"Near Jambol, Bulgeria",Military - German Army,Schutte-Lanz S-L-10 (airship),20,,,20,,,0
9,1916-09-24,100,"Billericay, England",Military - German Navy,Zeppelin L-32 (airship),22,,,22,,,0
10,1916-10-01,2345,"Potters Bar, England",Military - German Navy,Zeppelin L-31 (airship),19,0,19,19,0,19,0
11,1916-11-21,,"Mainz, Germany",Military - German Army,Super Zeppelin (airship),28,,,27,,,0
12,1916-11-28,2345,"Off West Hartlepool, England",Military - German Navy,Zeppelin L-34 (airship),20,,,20,,,0
13,1917-03-04,,"Near Gent, Belgium",Military - German Army,Airship,20,,,20,,,0
14,1917-03-30,,Off Northern Germany,Military - German Navy,Schutte-Lanz S-L-9 (airship),23,,,23,,,0
15,1917-05-14,515,"Near Texel Island, North Sea",Military - German Navy,Zeppelin L-22 (airship),21,,,21,,,0
16,1917-06-14,845,"Off Vlieland Island, North Sea",Military - German Navy,Zeppelin L-43 (airship),24,,,24,,,0
17,1917-06-17,,"Near Yarmouth, England",,Zepplin L-48 (air ship),16,,,14,,,0
18,1917-08-21,700,Off western Denmark,Military - German Navy,Zeppelin L-23 (airship),18,,,18,,,0
19,1917-10-20,745,"Near Luneville, France",Military - German Navy,Zeppelin L-44 (airship),18,,,18,,,0
20,1918-04-07,2130,Over the Mediterranean,Military - German Navy,Zeppelin L-59 (airship),23,,,23,,,0
21,1918-08-05,,"Off Helgoland Island, Germany",Military - German Navy,Zeppelin L-70 (airship),22,,,22,,,0
22,1918-08-11,1000,"Ameland Island, North Sea",Military - German Navy,Zeppelin L-53 (airship),19,,,19,,,0
23,1918-12-16,,"Elizabeth, New Jersey",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
24,1919-05-25,,"Cleveland, Ohio",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
25,1919-07-19,,"Dix Run, Pennsylvania",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
26,1919-08-02,,"Verona, Italy",Caproni Company,Caproni Ca.48,14,12,2,14,12,2,0
27,1919-10-02,,"Newcastle, England",Aircraft Transport and Travel,De Havilland DH-4,1,0,1,1,0,1,0
28,1919-10-14,,"Cantonsville, Maryland",US Aerial Mail Service,Curtiss R-4LM,1,0,1,1,0,1,0
29,1919-10-20,,"English Channel off Forkstone, Kent",Aircraft Transport and Travel,De Havilland DH-4,1,0,1,0,0,0,0
30,1919-10-30,,"Long Valley, New Jersey",US Aerial Mail Service,De Havilland DH.4,1,0,1,1,0,1,0
31,1919-12-11,,"Catherham, Surrey, UK",Aircraft Travel Transport,de Havilland DH-4,1,1,1,1,1,1,0
32,1920-03-10,,"New Paris, Indiana",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
33,1920-03-30,,"Newark, New Jersey",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
34,1920-04-10,,"Newark, New Jersey",US Aerial Mail Service,Curtiss R-4LM,2,1,1,1,0,1,0
35,1920-04-11,,"Heller Field, New Jersey",US Aerial Mail Service,Curtiss JN-4H,2,1,1,1,0,1,0
36,1920-05-12,,"Oskaloosa, Iowa",US Aerial Mail Service,De Havilland DH-4,2,1,1,1,1,0,0
37,1920-06-06,,"Cleveland, Ohio",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
38,1920-07-20,,"Cartagena, Columbia",Compañia Colombiana de Navegación Aérea,Farman F-40,1,1,1,1,1,1,0
39,1920-08-16,,"Bedford, England",By Air,Armstrong-Whitworth F-K-8,1,0,1,1,0,1,0
40,1920-08-16,,"College Park, Maryland",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
41,1920-09-01,,"Morristown, New Jersey",US Aerial Mail Service,Junkers JL-6,2,0,2,2,0,2,0
42,1920-09-15,,"Pemberville, Ohio",US Aerial Mail Service,Junkers F-13,2,,,2,,,0
43,1920-09-27,,"Hillersburg, Pennsylvania",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
44,1920-10-02,,"Off Port Vendres, France",Latecoere Airlines,Salmson 2-A-2,2,1,1,2,1,1,0
45,1920-10-05,,"Valencia, Spain",Latecoere Airlines,Breguet 14,2,1,1,2,1,1,0
46,1920-10-15,,"Batavia, Illinois",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
47,1920-11-07,,"Tie Siding, Wyoming",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
48,1920-12-14,1215,"London, England",Handley Page Transport,Handley Page HP-16,8,6,2,4,2,2,0
49,1920-12-24,,"Barcelona, Spain",Aeropostale,Breguet 14,1,0,1,1,0,1,0
50,1921-02-03,,"Mendotta, Minnisota",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
51,1921-02-09,,"La Crosse, Wisconsin",US Aerial Mail Service,Junkers F-13,3,0,3,3,0,3,0
52,1921-02-15,,Off Gibraltar,Aeropostale,Breguet 14,2,0,2,2,0,2,0
53,1921-02-22,,"Elko, Nevada",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
54,1921-04-06,,"Point Cook, Australia",Military - Royal Australian Air Force,Avro 504,2,0,0,2,0,0,0
55,1921-04-21,,"Mitchel Field, NY",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
56,1921-04-29,,"Cleveland, Ohio",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
57,1921-05-17,,"Rock Springs, Wyoming",US Aerial Mail Service,"De Havilland DH-4De Havilland DH-4",1,0,1,1,0,1,0
58,1921-08-14,,"Toulouse, France",Aeropostale,Breguet 14,2,,,2,,,0
59,1921-08-24,1740,"River Humber, England",Military - Royal Airship Works,Royal Airship Works ZR-2 (airship),49,0,49,43,0,43,1
60,1921-09-06,,"Paris, France",Franco-Roumaine,Potez IX,5,4,1,5,4,1,0
61,1921-12-05,,"Near Murchinson River, Australia",West Australian Airways,Bristol 28 Tourer,2,0,2,2,0,2,0
62,1922-01-14,,"Paris, France",Handley Page Transport,Handley Page O/10,5,4,1,5,4,1,5
63,1922-02-21,,"Near Norfolk, Virginia",Military - U.S. Army Air Service,Dirigible Roma (airship),45,,,34,,,0
64,1922-03-22,1140,North Atlantic Ocean,Aero Limited,Aeromarine Model 85 (flying boat),6,5,1,5,5,0,0
65,1922-04-07,1315,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,de Havilland DH-18 / Farman F-60 Goliath,7,5,2,7,5,2,0
66,1922-04-08,,"Pao Ting Fou, China",,,17,0,17,17,0,17,0
67,1922-06-03,,"Off Folkestone, Kent, England",Cie des Messageries Aeriennes,Bleriot Spad 27,3,2,1,3,2,1,0
68,1922-07-04,,"Fuhlsbuttel, Germany",,LVG C VI,3,2,1,2,1,1,0
69,1922-07-16,1645,"Near Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,Potez 29,5,4,1,5,4,1,0
70,1922-07-26,,"Cadix, Spain",Grands Express Aeriens,Breguet 14,3,2,1,3,2,1,0
71,1922-09-07,,"Indianapolis, Indiana",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
72,1922-10-02,,"Venice, Italy",de Havilland Air Service,de Havilland DH-9,4,3,1,4,3,1,0
73,1922-10-25,,"Larache, Morocco",Grands Express Aeriens,Breguet 14,2,1,1,2,1,1,0
74,1922-12-03,,"Fez, Morocco",Grands Express Aeriens,Breguet 14,1,0,1,1,0,1,0
75,1923-01-10,,"Ajaccio, France",Amee de l'Air,Lioré-et-Olivier H-13,4,2,2,3,1,2,0
76,1923-01-17,,"Barcelona, Spain",Grands Express Aeriens,Breguet 14,1,0,1,1,0,1,0
77,1923-01-18,,"Cheyenne, Wyoming",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
78,1923-02-26,,"Meadville, Pennsylvania",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
79,1923-05-14,1342,"Near Amiens, Picrdie, France",Grands Express Aeriens (Air Union),Farman F-60 Goliath,6,4,2,6,4,2,0
80,1923-08-27,1730,"East Mallling, United Kingdom",Air Union,Farman F.60 Goliath,11,9,2,1,1,0,0
81,1923-08-27,,"Bucharest, Romania",Campagnie France Roumaine,Blériot Spad 46,2,1,1,2,1,1,0
82,1923-09-07,,"Colton, Ohio",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
83,1923-09-14,1800,"Near Ivinghoe, Buckinghamshire, England",Daimler Airways,de Havilland DH-34,5,3,2,5,3,2,0
84,1923-11-18,,Russia,CCCP,Junkers F-13,5,2,3,3,1,2,0
85,1923-12-06,,"Castalia, Ohio",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
86,1923-12-23,0230,Over the Mediterranean Sea,Military - French Navy,Zeppelin Dixmunde (airship),52,,,52,,,0
87,1923-12-24,,"Egbert, WY",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
88,1924-03-07,,"Grampian, Pennsylvania",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
89,1924-04-24,,Over the English Channel,KLM Royal Dutch Airlines,Fokker F.III,3,2,1,3,2,1,0
90,1924-06-08,,"Barranquilla, Colombia",SCADTA,Junkers F-13,5,3,2,5,3,2,0
91,1924-08-01,,United States,US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
92,1924-11-06,,"Cabrerolles, France",Grands Express Aeriens,Breguet 14,1,0,1,1,0,1,0
93,1924-12-21,,"Goshen, Indiana",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
94,1924-12-24,1200,"Purley, England",Imperial Airways,de Havilland DH-34B,8,7,1,8,7,1,0
95,1925-03-22,,"Near Tiflis, Georgia, USSR",Zakavia,Junkers F-13,5,3,2,5,3,2,0
96,1925-04-25,,"Alicante, Spain",Grands Express Aeriens,Breguet 14,3,1,2,3,1,2,0
97,1925-06-25,,"Landrécies, France",KLM Royal Dutch Airlines,Fokker (KLM)  F.III,4,3,1,4,3,1,0
98,1925-06-26,,"Alicante, Spain",Grands Express Aeriens,Lioré-et-Olivier LeO H-13,2,0,2,2,0,2,0
99,1925-07-20,,"Rosas, Spain",Lignes Aeriennes Latecoere,Breguet 14,1,0,1,1,0,1,0
100,1925-07-24,,"Budapest, Hungary",CIDNA,Potez IX,1,0,1,1,0,1,0
101,1925-09-03,530,"Caldwell, Ohio",Military - U.S. Navy,Dirigible ZR-1 Shenandoah (airship),43,0,43,14,0,14,0
102,1925-10-01,,"Mt. Nittany, Ohio",US Aerial Mail Service,De Havilland DH-4,1,0,1,1,0,1,0
103,1925-11-14,,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,Breguet 14,1,0,1,1,0,1,0
104,1925-11-14,,"Off Boulogne-sur-Mer, France",Air Union,Farman F-60 Goliath,2,,,2,,,0
105,1926-02-12,,"Montpelier, Ohio",US Aerial Mail Service,Curtiss Carrier Pigeon,1,0,1,1,0,1,0
106,1926-03-08,,"Staaken, Germany",Deutche Lufthansa,Junkers F-13,1,0,1,1,0,1,0
107,1926-05-31,,English Channel,Air Union,Breguet 14,1,0,1,1,0,1,0
108,1926-07-03,,"Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,Caudron C-61,6,4,2,6,4,2,0
109,1926-07-09,930,"Wolvertem, Belgium",KLM Royal Dutch Airlines,Fokker F7,2,1,1,2,1,1,0
110,1926-07-24,,"Juist, Germany",Deutsche Lufthansa,Junkers F-13,5,4,1,5,4,1,0
111,1926-08-18,,"Hurst, Kent, England",Air Union,Bleriot 155,15,13,2,3,2,1,0
112,1926-09-26,,"New York, New York",,Sikorsky S-25,5,4,1,2,2,0,0
113,1926-10-02,1527,"Leigh, Kent, Unied Kingdom",Air Union,Bleriot 155,7,5,2,7,5,2,0
114,1926-10-08,,"Bueren, Germany",Deutsche Lufthansa,Fokker FG III,4,3,1,4,3,1,0
115,1926-10-21,1315,English Channel,Imperial Airways,Handley Page W-10,12,10,2,0,0,0,0
116,1926-11-11,800,"Cape Bojador, Morocco",Grands Express Aeriens,Breguet 14,3,3,0,3,3,0,0
117,1926-12-16,,"Medford, Oregon",Pacific Air Transport,Ryan M-1,1,0,1,1,0,1,0
118,1927-01-12,,"Estaires, France",Fokker,Fokker F-VII,2,0,2,2,0,2,0
119,1927-03-20,,"Rabat, Morocco",Grands Express Aeriens,Breguet 14,1,0,1,1,0,1,0
120,1927-03-24,,"Tambo, Qld, Australia",Qantas,de Havilland DH-9C,3,2,1,3,2,1,0
121,1927-04-15,,"King Hill, Idaho",Varney Air Lines,"SwallowSwallow",1,0,1,1,0,1,0
122,1927-04-22,,"Floh, Germany",Deutsche Lufthansa,Fokker FG III,2,1,1,2,1,1,0
123,1927-04-22,,"Goshen, Indiana",US Aerial Mail Service,Douglas M-4,1,0,1,1,0,1,0
124,1927-05-02,,"Algiers, Algeria",Air Union,SPCA Meteore 63,3,0,3,1,0,1,0
125,1927-07-27,,"Amoneburg, Germany",Deutsche Lufthansa,Junkers F-13,5,3,2,5,3,2,0
126,1927-08-22,830,"Sevenoaks, England",KLM Royal Dutch Airlines,Fokker F-VIII,11,9,2,1,0,1,0
127,1927-09-03,,"Willington, Connecticut",Colonial Air Transport,Fokker Universal,1,0,1,1,0,1,0
128,1927-09-17,,"Hadley, New Jersey",Reynolds Airways,Fokker F-VII,12,11,1,7,6,1,0
129,1927-09-17,405,Atlantic Ocean,Private,Fokker F7,3,1,2,3,1,2,0
130,1927-09-23,1000,"Schleiz, Germany",Deutsche Lufthansa,Dornier Merkur,6,4,2,6,4,2,0
131,1927-10-06,,"Thies, Mauritania",Lignes Aeriennes Latecoere,Breguet 14,2,0,2,2,0,2,0
132,1927-10-30,,"New Brunswick, New Jersey",Colonial Air Transport,Fairchild FC-2,4,3,1,4,3,1,0
133,1927-11-08,,"Strasburg, France",CIDNA,Farman F-121 Jabiru,1,0,1,1,0,1,0
134,1927-11-16,,Over the Gulf of Finland,Aero O-Y,Junkers F-13,6,4,2,6,4,2,0
135,1927-11-29,,"Corunna, Indiana",National Air Transport,Douglas M-4,1,0,1,1,0,1,0
136,1927-12-28,,"Almeria, Spain",Aeropostale,Breguet 14,1,0,1,1,0,1,0
137,1927-12-31,,"Near Marseille,France",Latecoere Airlines,Latécoère 23 (flying boat),5,0,5,5,0,5,0
138,1928-01-08,,"Near Canajoharie, New York",Colonial Western Airlines,Fairchild FC-2,3,1,2,3,1,2,0
139,1928-01-16,,"Solis, Uruguay",Aeropostale,Latecoere 25,2,0,2,2,0,2,0
140,1928-01-22,,"L'Hospitalet, Ariège",Aeropostale,Breguet 14,1,0,1,1,0,1,0
141,1928-01-22,,"Tarragona, Spain",Aeropostale,Breguet 14,2,0,2,2,0,2,0
142,1928-01-27,,"Almeria, Spain",Aeropostale,Breguet 14,1,0,1,1,0,1,0
143,1928-02-26,,"Marquette, Nebraska",Boeing Air Transport,Boeing 40,2,1,1,1,1,0,0
144,1928-03-11,,"Off Cape Griz Nez, France",Air Union,Farman F-60 Goliath,2,0,2,2,0,2,0
145,1928-04-17,,"Federal, Wyoming",Boeing Air Transport,Boeing 40,2,1,1,1,1,0,0
146,1928-04-19,,"Minuesa, Spain",Iberia Airlines,Rohrbach Roland,9,7,2,9,7,2,0
147,1928-05-07,,"Florianopolis, BrazilFlorianopolis, BrazilFlorianopolis, Brazil",Aeropostale,Latecoere 26,5,3,2,1,1,0,0
148,1928-05-12,,"Dearborn, Minnesota",Ford Air Freight Inc.,Ford 4,2,0,2,2,0,2,0
149,1928-05-26,,"Radevormwald, Germany",Deutsche Lufthansa,Junkers F-13,5,4,1,3,2,1,0
150,1928-06-14,,"Frankfurt, Germany",Deutsche Lufthansa,AEGK,5,4,1,5,4,1,0
151,1928-06-22,,"Lebo, Kansas",National Air Transport,Douglas M-4,1,0,1,1,0,1,0
152,1928-07-10,,Over the Gulf of Finland,Aero O-Y,Junkers F-13,6,4,2,6,4,2,0
153,1928-07-13,,"Purley, England",Imperial Airways,Vickers 74 Vulcan,6,5,1,4,4,0,0
154,1928-07-24,1448,"Waalhaven, Netherlands",KLM Royal Dutch Airlines,Fokker (KLM) F.III,6,5,1,1,1,0,0
155,1928-08-25,1100,"Near Port Townsend, BC, Canada",British Columbia Airways,Ford 4-AT-B Tri Motor,7,5,2,7,5,2,0
156,1928-09-02,915,"Toul, France",CIDNA,Bleriot Spad 33,5,2,3,5,2,3,0
157,1928-09-04,,"Adelaide Hills, Australia",Qantas,de Havilland DH.50J,2,0,2,1,0,1,0
158,1928-09-04,1130,"Pocatello, Idaho",National Parks Airways,Fokker Super Universal,7,6,1,7,6,1,0
159,1928-09-06,,"Heroldbach, Germany",Deutsche Lufthansa,Fokker FG III,3,2,1,3,2,1,0
160,1928-10-04,,"Gerona, Spain",Aeropostale,Breguet 14,3,2,1,3,2,1,0
161,1928-10-18,,"Polk, Pennsylvania",National Air Transport,Douglas M-4,1,0,1,1,0,1,0
162,1928-10-31,,"Valence, France",Air Union,Bleriot Spad 56,2,1,1,1,0,1,0
163,1928-11-15,,Off Gibraltar,Aeropostale,Latecoere 32,3,0,3,1,0,1,0
164,1928-11-24,,"Edgerton, Ohio",Universal Airlines,Hamilton H-47,3,2,1,3,2,1,0
165,1928-11-25,,"Edgerton, Ohio",Continental Air Lines,Travel Air 4000,1,0,1,1,0,1,0
166,1928-11-25,,"Bristolville, Ohio",National Air Transport,Douglas M-4,1,0,1,1,0,1,0
167,1928-12-01,1000,"Spur, Texas",Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,5,4,1,5,4,1,0
168,1928-12-03,0800,"Near Rio de Janeiro,Brazil",Syndicato Condor,Dornier Wal,14,9,5,14,9,5,0
169,1928-12-10,1045,"Spokan, Washington",Spokane Airways,Ford Tri-motor 4,5,3,2,5,3,2,0
170,1928-12-11,,"Letzlingen, Germany",Deutsche Lufthansa,Junkers G-31,4,1,3,3,0,3,0
171,1928-12-20,,"Huron, Ohio",National Air Transport,Douglas M-4,1,0,1,1,0,1,0
172,1928-12-23,,"Chattanooga, Tennessee",Interstate Airlines,Fairchild FC-2,4,3,1,4,3,1,0
173,1928-12-31,,"Reims, France",CIDNA,Blériot Spad 66,3,2,1,2,2,0,0
174,1929-01-05,,"Stafford Springs, Connecticut",Colonial Air Transport,Fairchild FC-2,1,0,1,1,0,1,0
175,1929-01-18,,"Cove, Oregon",Varney Air Lines,Stearman C-38,1,0,1,1,0,1,0
176,1929-01-25,,"Near Corfu, Greece",Aeroespresso,CMASA Wal,9,7,2,2,7,2,0
177,1929-01-31,,Off Morocco,Aeropostale,Latecoere 26,2,0,2,2,0,2,0
178,1929-01-31,,"Morgantown, West Virginia",Skyline Transportation Company,Travel Air 4000,1,0,1,1,0,1,0
179,1929-03-17,1700,"Newark, New Jersey",Colonial Western Airlines,Ford 5-AT-B Tri Motor,15,13,2,14,13,1,0
180,1929-03-30,0918,"Near Beaumont, California",New Standard Airlines,Fokker F-VIIA,4,3,1,4,3,1,0
181,1929-04-21,1145,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,Ford 5-AT-B Tri-Motor / B-PW-9D,6,3,3,6,3,3,0
182,1929-05-09,,"Tampico, Mexico",Mexicana,Ford Tri-motor 4,5,4,1,5,4,1,0
183,1929-05-18,,"Tököl,  Pest Hungary",MALERT,Fokker F-III,2,0,2,2,0,2,0
184,1929-05-22,,Algiers,Aeropostale,Cams 53,6,3,3,4,3,2,0
185,1929-06-13,800,"Santiago de Cuba, Cuba",Pan American Airways,Fokker F-X,5,1,4,2,1,1,0
186,1929-06-14,,"Barcelona, Spain",Aeropostale,Breguet 14,2,0,2,1,0,1,0
187,1929-06-17,1130,"Off Dungeness, England",Imperial Airways,Handley Page W-10,13,11,2,7,7,0,0
188,1929-06-24,,"St. Paul, Minnesota",Northwest Orient Airlines,Ford 5-AT-B Tri-Motor,8,6,2,1,0,1,0
189,1929-06-29,2100,"Near Lindau, Bavaria, Germany",Bodensee Aerolloyd,Domier Delphin III (flying boat),5,4,1,5,4,1,0
190,1929-06-29,,"Columbus, Ohio",Continental Air Lines,Travel Air 4000,1,0,1,1,0,1,0
191,1929-08-11,,"Clovis, New Mexico",Middle States Airlines,Lockheed 5 Vega,4,2,2,4,2,2,0
192,1929-08-24,,"Sochi, Russia",Ukvozduchput,Kalinin K-4,1,0,1,1,0,1,0
193,1929-08-24,,"Elm, Germany",Deutsche Lufthansa,Fokker FG II,5,4,1,4,3,1,0
194,1929-09-02,,"Needles, California",Associated Aviators,Lockheed Vega,2,0,2,1,0,1,0
195,1929-09-03,1101,"Mt. Taylor, near Grants, New Mexico",Trans Continental Air Transport,Ford 5-AT-B Tri Motor,8,5,3,8,5,3,0
196,1929-09-06,,"Jask, Iran",Imperial Airways,de Havilland DH-66 Hercules,5,2,3,3,1,2,0
197,1929-09-14,,North Atlantic Ocean,Aeropostale,Latecoere 25,6,4,2,6,4,2,0
198,1929-09-14,1800,"Saint Catharines, Ontario",Skyways,Travel Air 6000,6,5,1,6,5,1,0
199,1929-09-17,,"Mt Lamentation, Connecticut",Colonial Air Transport,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0
200,1929-09-17,,"Off Larache, Morocco",Aeropostale,Latecoere 25-3-R,5,3,2,5,3,2,0
201,1929-09-17,,"Jacumba, California",Pickwick Airways,Fairchild 71,2,0,2,1,0,1,0
202,1929-10-26,1800,"Off Spezia, Italy",Imperial Airways,Short Calcutta (flying boat),7,5,2,7,5,2,0
203,1929-10-29,,"Mount Vernon, Ohio",Continental Air Lines,Stearman C-38,1,0,1,1,0,1,0
204,1929-10-31,,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,Loening C-2C,2,0,2,2,0,2,0
205,1929-11-04,700,"Cerro del Carbon, Mexico",Corp. Aeronautica de Transportes,Lockheed Vega 5,4,3,1,4,3,1,0
206,1929-11-06,1010,"Near Godstone, Surrey, England",Deutsche Lufthansa,Junkers G-24,8,4,4,7,3,4,0
207,1929-11-16,935,"Off Corsica, France",Air Union,Liore et Olivier 190,3,0,3,3,0,3,0
208,1929-11-20,,"Terranova Pausania, East Sardinia",S.A.M. Società Aerea Mediterranea,Savoia Marchetti S55,12,9,3,1,1,0,0
209,1929-11-30,,"Vancouver, Washington",Varney Air Lines,Stearman M-2 Speedmail,1,0,1,1,0,1,0
210,1929-12-02,,"Chagrin Falls, Ohio",National Air Transport,Douglas M-3,1,0,1,1,0,1,0
211,1929-12-19,,"Near Berlin, Germany",Deutsche Lufthansa,Arado V1,3,0,2,2,0,2,0
212,1929-12-30,1700,"Amarillo, Texas",Trans Continental Air Transport,Travel Air B6000,5,3,2,5,3,2,0
213,1930-01-10,,"Brawnson, Nebraska",Boeing Air Transport,Boeing 95,1,0,1,1,0,1,0
214,1930-01-13,,"Antananarivo, Madagascar",Air Orient,Farman 190,3,0,3,3,0,3,0
215,1930-01-19,1823,"Oceanside, California",Maddux Airlines,Ford 5-AT-C Tri Motor,16,14,2,16,14,2,0
216,1930-01-25,,"Off Ceuta, Spain",Aeropostale,Latecoere 25,2,0,2,2,0,2,0
217,1930-01-27,1730,"Kansas City, Missouri",Central  Airlines (Universal Aviation Corporation),Travel Air A6000A,5,4,1,5,4,1,0
218,1930-02-03,,"Hartford, Connecticut",Colonial Air Transport,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0
219,1930-02-10,,"Marden, England",Air Union,Farman F-63,6,3,3,2,2,0,0
220,1930-04-18,1700,"Jersey City, New Jersey",Canadian Colonial Airways,Fairchild 71,4,3,1,4,3,1,0
221,1930-05-10,,"Buenos Aires, Argentina",Aeropostale,Latecoere 28,4,2,2,3,1,2,0
222,1930-06-05,,"Boston, Massachusetts",Colonial Air Transport,Ford Tri-Motor 5,15,13,2,1,1,0,0
223,1930-07-07,,"Bornholm, Denmark",Deutsche Lufthansa,Dornier Wal,8,5,3,5,4,1,0
224,1930-07-10,,"Arkansas Pass, Texas",Cross Airways,Lockheed Vega 5,5,4,1,5,4,1,0
225,1930-07-21,1500,"Near Meopham, Kent, England",Walcot Air Line,Junkers F-13ge,6,4,2,6,4,2,0
226,1930-08-22,1545,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,Ford 5-AT-C Tri Motor,11,10,1,10,9,1,0
227,1930-09-11,,"Croydon, England",Sabena,Sabca F-VII,2,0,2,2,0,2,0
228,1930-09-25,,"Edmonton, Alberta, Canada",Western Canada Airways,Boeing 40,3,2,1,3,2,1,0
229,1930-10-05,0205,"Near Beauvais, France",Military - British Air Ministry,Royal Airship Works R-101,54,,,48,,,0
230,1930-10-06,0945,"Dresden, Germany",Deutsche Lufthansa,Messerschmitt M-20B,8,6,2,8,6,2,0
231,1930-10-12,,"La Rache, Morocco",Aeropostale,Latecoere 28,4,3,1,4,3,1,0
232,1930-10-13,,"Perth, Australia",Wings Ltd,de Havilland DH.80 Puss Moth,3,2,1,3,2,1,
233,1930-10-28,,"Prince Rupert, BC, Canada",Alaska-Washington Airways,Lockheed Vega,3,2,1,3,2,1,0
234,1930-10-30,,"Near Neufchatel, France",Imperial Airways,Handley Page W-8,6,3,3,3,2,1,0
235,1930-10-30,,"Brookston, Indiana",Embry Riddle Company,Pitcairn PA-6 Mailwing,1,0,1,1,0,1,0
236,1930-11-07,,"Off of Santos, Brazil",Syndicato Condor,Junkers G-24,9,8,1,1,1,0,0
237,1930-11-18,200,"Techachapi Mountains, California",Pacific Air Transport,Boeing 40,3,0,3,3,0,3,
238,1930-12-09,,"Shanghai, China",China National Aviation Corporation,Loening C-W Air Yaht,6,4,2,4,2,2,0
239,1931-01-08,2240,"Melle, Belgium",Sabena,Fokker F-VII,2,0,2,2,0,2,0
240,1931-01-22,,"Bluff Mountain, Washington",Varney Air Lines,Boeing 40,1,0,1,1,0,1,0
241,1931-02-08,,"Wairoa, New Zealand",Dominion Air Lines,Desoutter II,3,2,1,3,2,1,0
242,1931-02-20,,"Bagot, Manitoba, Canada",Western Canada Airways,Fokker Universal F-14,3,2,1,2,2,0,0
243,1931-02-24,,Off Spain,Aeropostale,Latecoere 32,3,0,3,1,0,1,0
244,1931-03-21,1300,"New South Wales, Australia",Australian National Airways,Avro 10,8,6,2,8,6,2,0
245,1931-03-31,1045,"Bazaar, Kansas",Trans Continental and Western Air,Fokker F10A Trimotor,8,6,2,8,6,2,0
246,1931-04-14,,"Near Letschen, Germany",Deutsche Lufthansa,Messerschmitt M-20,10,7,3,2,0,2,0
247,1931-05-05,2330,"Burbank, California",Pacific Air Transport,Boeing 40,2,0,2,2,0,2,0
248,1931-05-22,,"Wampit, Australia",Guiena Airways,Junkers W-34,1,0,1,1,0,1,0
